from,to,edge_role,year
Wunder_25,Ayliva,2,2025
Wunder_25,Masri,2,2025
Wunder_25,OliverMelcher,2,2025
Wunder_25,Masri,3,2025
Wunder_25,OliverMelcher,3,2025
Wunder_25,Berky,3,2025
Wie?_25,Ayliva,1,2025
Wie?_25,Ayliva,2,2025
Wie?_25,Berky,2,2025
Wie?_25,Label_Whiteheart,4,2025
Unsicher_25,NinaChuba,1,2025
Unsicher_25,Label_Jive,4,2025
Unsicher_25,NinaChuba,2,2025
Unsicher_25,FloAugust,2,2025
Unsicher_25,FloAugust,3,2025
Wenn_das_Liebe_ist_25,NinaChuba,1,2025
Wenn_das_Liebe_ist_25,NinaChuba,2,2025
Wenn_das_Liebe_ist_25,FloAugust,2,2025
Wenn_das_Liebe_ist_25,FloAugust,3,2025
Wenn_das_Liebe_ist_25,Aside,2,2025
Wenn_das_Liebe_ist_25,Aside,3,2025
Wenn_das_Liebe_ist_25,JustinFröhlich,2,2025
Wenn_das_Liebe_ist_25,Megaloh,2,2025
Wenn_das_Liebe_ist_25,Label_Jive,4,2025
Layla_22,DJRobin,1,2022
Layla_22,Schürze,1,2022
Layla_22,MichaelMuller,2,2022
Layla_22,ThomasWendt,2,2022
Layla_22,DennisGeist,2,2022
Layla_22,DJRobin,2,2022
Layla_22,DominikDeLeon,3,2022
Layla_22,MatthiasDistel,3,2022
Layla_22,ThomasWendt,3,2022
Layla_22,DennisGeist,3,2022
Layla_22,Label_SummerfieldRecords,4,2022
Roller_20,Apache,1,2020
Roller_20,Lucry,2,2020
Roller_20,JenniferAllendoerfer,2,2020
Roller_20,Apache,2,2020
Roller_20,Suena,3,2020
Roller_20,LexBarkley,3,2020
Roller_20,Label_FourMusic,4,2020
Roller_20,Label_TwoSides,4,2020
Roller_20,Lucry,3,2020
Emotions_20,Ufo361,1,2020
Emotions_20,Sonus030,2,2020
Emotions_20,DavidKraft,2,2020
Emotions_20,TimWilke,2,2020
Emotions_20,UfukBayraktar,2,2020
Emotions_20,Sonus030,3,2020
Emotions_20,DavidKraft,3,2020
Emotions_20,TimWilke,3,2020
Emotions_20,UfukBayraktar,3,2020
Emotions_20,Label_StayHigh,4,2020
Fame_20,Apache,1,2020
Fame_20,Lucry,2,2020
Fame_20,JenniferAllendoerfer,2,2020
Fame_20,Apache,2,2020
Fame_20,Lucry,3,2020
Fame_20,Suena,3,2020
Fame_20,Label_FourMusic,4,2020
Airwaves_20,Pashanim,1,2020
Airwaves_20,Pashanim,2,2020
Airwaves_20,Stickle,2,2020
Airwaves_20,Stickle,3,2020
Airwaves_20,YunusCimen,3,2020
Airwaves_20,Label_UrbanRecords,4,2020
Bläulich_20,Apache,1,2020
Bläulich_20,MarcelUhde,2,2020
Bläulich_20,MelvinSchmitz,2,2020
Bläulich_20,Apache,2,2020
Bläulich_20,JuhDee,3,2020
Bläulich_20,YoungMesh,3,2020
Bläulich_20,Label_FourMusic,4,2020
Bläulich_20,YunusCimen,3,2020
Übermorgen_20,MarkForster,1,2020
Übermorgen_20,RalfChristianMayer,2,2020
Übermorgen_20,DanielNitt,2,2020
Übermorgen_20,Beatzarre,2,2020
Übermorgen_20,BenjaminBistram,2,2020
Übermorgen_20,KonstantinScherer,2,2020
Übermorgen_20,MarkForster,2,2020
Übermorgen_20,JanBednorz,2,2020
Übermorgen_20,Beatzarre,3,2020
Übermorgen_20,KonstantinScherer,3,2020
Übermorgen_20,RalfChristianMayer,3,2020
Übermorgen_20,DanielNitt,3,2020
Übermorgen_20,MarkForster,3,2020
Übermorgen_20,JanBednorz,3,2020
Übermorgen_20,BenjaminBistram,3,2020
Übermorgen_20,Label_FourMusic,4,2020
200_kmh_20,Apache,1,2020
200_kmh_20,AndreasJanetschko,2,2020
200_kmh_20,Apache,2,2020
200_kmh_20,Stickle,3,2020
200_kmh_20,YunusCimen,3,2020
200_kmh_20,Label_FourMusic,4,2020
In_meinem_Benz_20,BonezMC,1,2020
In_meinem_Benz_20,AKAusserKonrolle,1,2020
In_meinem_Benz_20,Sonus030,2,2020
In_meinem_Benz_20,BonezMC,2,2020
In_meinem_Benz_20,AKAusserKonrolle,2,2020
In_meinem_Benz_20,YoungMoji,2,2020
In_meinem_Benz_20,Thisisyt,2,2020
In_meinem_Benz_20,Sonus030,3,2020
In_meinem_Benz_20,YoungMoji,3,2020
In_meinem_Benz_20,Thisisyt,3,2020
In_meinem_Benz_20,Label_XYRecords,4,2020
Kein_Wort_20,Loredana,1,2020
Kein_Wort_20,Juju,1,2020
Kein_Wort_20,Miksu,2,2020
Kein_Wort_20,Macloud,2,2020
Kein_Wort_20,Shukati,2,2020
Kein_Wort_20,Loredana,2,2020
Kein_Wort_20,Krutsch,2,2020
Kein_Wort_20,Juju,2,2020
Kein_Wort_20,Miksu,3,2020
Kein_Wort_20,Macloud,3,2020
Kein_Wort_20,Krutsch,3,2020
Kein_Wort_20,Label_JinxMusic,4,2020
Unterwegs_20,Fizzle,1,2020
Unterwegs_20,FijiKris,1,2020
Unterwegs_20,awhodat,1,2020
Unterwegs_20,Jamule,1,2020
Unterwegs_20,PeterFox,2,2020
Unterwegs_20,ThomasCallaway,2,2020
Unterwegs_20,JeromeBugnon,2,2020
Unterwegs_20,FrankDelle,2,2020
Unterwegs_20,Fizzle,2,2020
Unterwegs_20,FijiKris,2,2020
Unterwegs_20,awhodat,2,2020
Unterwegs_20,Jamule,2,2020
Unterwegs_20,Fizzle,3,2020
Unterwegs_20,FijiKris,3,2020
Unterwegs_20,awhodat,3,2020
Unterwegs_20,Label_SoulForceRecords,4,2020
Beautiful_Girl_22,Luciano,1,2022
Beautiful_Girl_22,Luciano,2,2022
Beautiful_Girl_22,GhanaBeats,2,2022
Beautiful_Girl_22,Geenaro,2,2022
Beautiful_Girl_22,GhanaBeats,3,2022
Beautiful_Girl_22,Geenaro,3,2022
Beautiful_Girl_22,Kingsize,3,2022
Beautiful_Girl_22,Label_UniversalUrban,4,2022
Sehnsucht_22,t-low,1,2022
Sehnsucht_22,Miksu,1,2022
Sehnsucht_22,Macloud,1,2022
Sehnsucht_22,t-low,2,2022
Sehnsucht_22,Miksu,2,2022
Sehnsucht_22,Macloud,2,2022
Sehnsucht_22,Barsky,2,2022
Sehnsucht_22,Sizzy,2,2022
Sehnsucht_22,Miksu,3,2022
Sehnsucht_22,Macloud,3,2022
Sehnsucht_22,Label_Futura,4,2022
Wildberry_Lillet_22,NinaChuba,1,2022
Wildberry_Lillet_22,WanjaBierbaum,2,2022
Wildberry_Lillet_22,Aside,2,2022
Wildberry_Lillet_22,NinaChuba,2,2022
Wildberry_Lillet_22,JustinFröhlich,2,2022
Wildberry_Lillet_22,MichaelBurek,3,2022
Wildberry_Lillet_22,Aside,3,2022
Wildberry_Lillet_22,Label_Jive,4,2022
Nachts_wach_22,Miksu,1,2022
Nachts_wach_22,Macloud,1,2022
Nachts_wach_22,Makko,1,2022
Nachts_wach_22,Makko,2,2022
Nachts_wach_22,Macloud,3,2022
Nachts_wach_22,Miksu,3,2022
Nachts_wach_22,Barsky,3,2022
Nachts_wach_22,Deats,3,2022
Nachts_wach_22,Lee,3,2022
Nachts_wach_22,Truva,3,2022
Nachts_wach_22,MattMendo,3,2022
Nachts_wach_22,Label_Futura,4,2022
Powerade_22,IonMiles,1,2022
Powerade_22,Sira,1,2022
Powerade_22,BHZ,1,2022
Powerade_22,IonMiles,2,2022
Powerade_22,Sira,2,2022
Powerade_22,Sira,3,2022
Powerade_22,Label_SonyMusic,4,2022
Auf_und_Ab_22,Montez,1,2022
Auf_und_Ab_22,Aside,2,2022
Auf_und_Ab_22,MarcoTscheschlok,2,2022
Auf_und_Ab_22,OliverAvalon,2,2022
Auf_und_Ab_22,TomHengelbrock,2,2022
Auf_und_Ab_22,Aside,3,2022
Auf_und_Ab_22,Label_UniversalDomesticVertigo,4,2022
Ohne_Benzin_22,Domiziana,1,2022
Ohne_Benzin_22,Domiziana,2,2022
Ohne_Benzin_22,JanPaulOlthoff,2,2022
Ohne_Benzin_22,ReplayOkay,3,2022
Ohne_Benzin_22,LexBarkley,3,2022
Ohne_Benzin_22,Label_FourMusic,4,2022
Paradise_22,Liaze,1,2022
Paradise_22,JustinGrinberg,2,2022
Paradise_22,ChristopherAnthonyJohnMartin,2,2022
Paradise_22,GuyBerryman,2,2022
Paradise_22,WilliamChampion,2,2022
Paradise_22,BrianEno,2,2022
Paradise_22,Liaze,2,2022
Paradise_22,MTJ,3,2022
Paradise_22,JustinGrinberg,3,2022
Paradise_22,Jaydon,3,2022
Paradise_22,LexBarkley,3,2022
Paradise_22,Label_VenturaRecords,4,2022
We_made_it_22,t-low,1,2022
We_made_it_22,Miksu,1,2022
We_made_it_22,Macloud,1,2022
We_made_it_22,t-low,2,2022
We_made_it_22,Miksu,3,2022
We_made_it_22,Macloud,3,2022
We_made_it_22,Deats,3,2022
We_made_it_22,Barsky,3,2022
We_made_it_22,Sizzy,3,2022
We_made_it_22,Label_Spinnup,4,2022
Astronaut_15,Sido,1,2015
Astronaut_15,AndreasBourani,1,2015
Astronaut_15,AndreasBourani,2,2015
Astronaut_15,MarekPompetzki,2,2015
Astronaut_15,CecilRemmler,2,2015
Astronaut_15,Sido,2,2015
Astronaut_15,SeraFinale,2,2015
Astronaut_15,PaulNeumann,2,2015
Astronaut_15,PaulNZA,3,2015
Astronaut_15,MarekPompetzki,3,2015
Astronaut_15,CecilRemmler,3,2015
Astronaut_15,TomCoyne,3,2015
Astronaut_15,Label_UniversalUrban,4,2015
Wolke_4_15,PhilippDitt,1,2015
Wolke_4_15,Marv,1,2015
Wolke_4_15,PhilippDitt,2,2015
Wolke_4_15,Marv,3,2015
Wolke_4_15,Label_Grönland,4,2015
Lieblingsmensch_15,Namika,1,2015
Lieblingsmensch_15,Namika,2,2015
Lieblingsmensch_15,PhilipBöllhoff,2,2015
Lieblingsmensch_15,SiphoSlilio,2,2015
Lieblingsmensch_15,DavidVogt,2,2015
Lieblingsmensch_15,HannesBüscher,2,2015
Lieblingsmensch_15,FabianRömer,2,2015
Lieblingsmensch_15,KonradSommer,2,2015
Lieblingsmensch_15,PhilipBöllhoff,3,2015
Lieblingsmensch_15,SiphoSlilio,3,2015
Lieblingsmensch_15,DavidVogt,3,2015
Lieblingsmensch_15,HannesBüscher,3,2015
Lieblingsmensch_15,DavidMuller,3,2015
Lieblingsmensch_15,NilsFaller,3,2015
Lieblingsmensch_15,Label_Jive,4,2015
Wie_schön_du_bist_15,SarahConnor,1,2015
Wie_schön_du_bist_15,SarahConnor,2,2015
Wie_schön_du_bist_15,PeterPlate,2,2015
Wie_schön_du_bist_15,UlfLeoSommer,2,2015
Wie_schön_du_bist_15,DanielFaust,2,2015
Wie_schön_du_bist_15,StefanBehrisch,2,2015
Wie_schön_du_bist_15,SarahConnor,3,2015
Wie_schön_du_bist_15,PeterPlate,3,2015
Wie_schön_du_bist_15,UlfLeoSommer,3,2015
Wie_schön_du_bist_15,DanielFaust,3,2015
Wie_schön_du_bist_15,SimonBeisaß,3,2015
Wie_schön_du_bist_15,WolfgangSchiefermair,3,2015
Wie_schön_du_bist_15,TomCoyne,3,2015
Wie_schön_du_bist_15,Label_Polydor,4,2015
Unter_meiner_Haut_15,NicoWendel,1,2015
Unter_meiner_Haut_15,SpikeD,1,2015
Unter_meiner_Haut_15,KobyFunk,1,2015
Unter_meiner_Haut_15,WincentWeiss,1,2015
Unter_meiner_Haut_15,ElifDemirezer,2,2015
Unter_meiner_Haut_15,TomOlbrich,2,2015
Unter_meiner_Haut_15,PhilippSchardt,2,2015
Unter_meiner_Haut_15,NicoWendel,3,2015
Unter_meiner_Haut_15,SpikeD,3,2015
Unter_meiner_Haut_15,KobyFunk,3,2015
Unter_meiner_Haut_15,Label_KontorRecords,4,2015
Bye_Bye_15,CRO,1,2015
Bye_Bye_15,CRO,2,2015
Bye_Bye_15,RalfChristianMayer,3,2015
Bye_Bye_15,TomKrüger,3,2015
Bye_Bye_15,Label_BMG,4,2015
Geiles_Leben_15,DanielGrunenberg,1,2015
Geiles_Leben_15,CarolinNiemczyk,1,2015
Geiles_Leben_15,BenjaminBistram,2,2015
Geiles_Leben_15,PhilippAlbinger,2,2015
Geiles_Leben_15,PhilippKlemm,2,2015
Geiles_Leben_15,ChristianRaab,2,2015
Geiles_Leben_15,PeterStanowsky,2,2015
Geiles_Leben_15,CarolinNiemczyk,2,2015
Geiles_Leben_15,KilianWilke,3,2015
Geiles_Leben_15,JohannesBurger,3,2015
Geiles_Leben_15,NilsFaller,3,2015
Geiles_Leben_15,HansPhillipGraf,3,2015
Geiles_Leben_15,Label_Brunswick,4,2015
Herz_über_Kopf_15,Joris,1,2015
Herz_über_Kopf_15,Joris,2,2015
Herz_über_Kopf_15,NikoStegmiller,2,2015
Herz_über_Kopf_15,MaximilianHesselbarth,2,2015
Herz_über_Kopf_15,Joris,3,2015
Herz_über_Kopf_15,MicSchroeder,3,2015
Herz_über_Kopf_15,IngoPolitz,3,2015
Herz_über_Kopf_15,RobinSchmidt,3,2015
Herz_über_Kopf_15,Label_FourMusic,4,2015
So_wie_du_bist_15,MoTrip,1,2015
So_wie_du_bist_15,Lary,1,2015
So_wie_du_bist_15,PhilipBöllhoff,2,2015
So_wie_du_bist_15,SiphoSlilio,2,2015
So_wie_du_bist_15,DavidVogt,2,2015
So_wie_du_bist_15,HannesBüscher,2,2015
So_wie_du_bist_15,MoTrip,2,2015
So_wie_du_bist_15,PhilipBöllhoff,3,2015
So_wie_du_bist_15,SiphoSlilio,3,2015
So_wie_du_bist_15,DavidVogt,3,2015
So_wie_du_bist_15,HannesBüscher,3,2015
So_wie_du_bist_15,NilsFaller,3,2015
So_wie_du_bist_15,HansPhillipGraf,3,2015
So_wie_du_bist_15,Label_UniversalUrban,4,2015
Flash_mich_15,MarkForster,1,2015
Flash_mich_15,MarkForster,2,2015
Flash_mich_15,DavidJürgens,2,2015
Flash_mich_15,SimonTriebel,2,2015
Flash_mich_15,PhilippSteinke,2,2015
Flash_mich_15,MarkForster,3,2015
Flash_mich_15,DanielNitt,3,2015
Flash_mich_15,RalfChristianMayer,3,2015
Flash_mich_15,HelgiJonsson,3,2015
Flash_mich_15,BergurThorisson,3,2015
Flash_mich_15,RobinSchmidt,3,2015
Flash_mich_15,Label_FourMusic,4,2015
Roller_19,Apache,1,2019
Roller_19,Lucry,2,2019
Roller_19,JenniferAllendoerfer,2,2019
Roller_19,Apache,2,2019
Roller_19,Suena,3,2019
Roller_19,LexBarkley,3,2019
Roller_19,Label_FourMusic,4,2019
Roller_19,Label_TwoSides,4,2019
Roller_19,Lucry,3,2019
Vermissen_19,HenningMay,1,2019
Vermissen_19,Juju,1,2019
Vermissen_19,HenningMay,2,2019
Vermissen_19,Juju,2,2019
Vermissen_19,Krutsch,3,2019
Vermissen_19,Label_JinxMusic,4,2019
Tilidin_19,CapitalBra,1,2019
Tilidin_19,Samra,1,2019
Tilidin_19,CapitalBra,2,2019
Tilidin_19,Samra,2,2019
Tilidin_19,Beatzarre,2,2019
Tilidin_19,KonstantinScherer,2,2019
Tilidin_19,Greckoe,2,2019
Tilidin_19,Beatzarre,3,2019
Tilidin_19,KonstantinScherer,3,2019
Tilidin_19,Label_UniversalUrban,4,2019
Wieder_Lila_19,CapitalBra,1,2019
Wieder_Lila_19,Samra,1,2019
Wieder_Lila_19,Samra,2,2019
Wieder_Lila_19,CapitalBra,2,2019
Wieder_Lila_19,Beatzarre,3,2019
Wieder_Lila_19,KonstantinScherer,3,2019
Wieder_Lila_19,Beatzarre,3,2019
Wieder_Lila_19,KonstantinScherer,3,2019
Wieder_Lila_19,Label_UniversalUrban,4,2019
110_19,CapitalBra,1,2019
110_19,Samra,1,2019
110_19,LEA,1,2019
110_19,Beatzarre,2,2019
110_19,KonstantinScherer,2,2019
110_19,WimTreuner,2,2019
110_19,CapitalBra,2,2019
110_19,RobinHaefs,2,2019
110_19,Samra,2,2019
110_19,LEA,2,2019
110_19,Beatzarre,3,2019
110_19,KonstantinScherer,3,2019
110_19,Label_UniversalUrban,4,2019
Vincent_19,SarahConnor,1,2019
Vincent_19,PeterPlate,2,2019
Vincent_19,UlfLeoSommer,2,2019
Vincent_19,SarahConnor,2,2019
Vincent_19,DanielFaust,2,2019
Vincent_19,PeterPlate,3,2019
Vincent_19,UlfLeoSommer,3,2019
Vincent_19,SarahConnor,3,2019
Vincent_19,DanielFaust,3,2019
Vincent_19,KonstantinScherer,3,2019
Vincent_19,BenjaminBistram,3,2019
Vincent_19,Label_Polydor,4,2019
500_PS_19,BonezMC,1,2019
500_PS_19,RAFCamora,1,2019
500_PS_19,RAFCamora,2,2019
500_PS_19,BonezMC,2,2019
500_PS_19,DavidKraft,2,2019
500_PS_19,TimWilke,2,2019
500_PS_19,DavidKraft,3,2019
500_PS_19,TimWilke,3,2019
500_PS_19,RAFCamora,3,2019
500_PS_19,Label_187Strassenbande,4,2019
Deutschland_19,ChristophSchneider,1,2019
Deutschland_19,TillLindemann,1,2019
Deutschland_19,PaulLanders,1,2019
Deutschland_19,OliverRiedel,1,2019
Deutschland_19,ChristianLorenz,1,2019
Deutschland_19,RichardKruspe,1,2019
Deutschland_19,ChristophSchneider,2,2019
Deutschland_19,TillLindemann,2,2019
Deutschland_19,PaulLanders,2,2019
Deutschland_19,OliverRiedel,2,2019
Deutschland_19,ChristianLorenz,2,2019
Deutschland_19,RichardKruspe,2,2019
Deutschland_19,ChristophSchneider,3,2019
Deutschland_19,TillLindemann,3,2019
Deutschland_19,PaulLanders,3,2019
Deutschland_19,OliverRiedel,3,2019
Deutschland_19,ChristianLorenz,3,2019
Deutschland_19,RichardKruspe,3,2019
Deutschland_19,OlsenInvoltini,3,2019
Deutschland_19,Label_Rammstein,4,2019
Cherry_Lady_19,CapitalBra,1,2019
Cherry_Lady_19,DieterBohlen,2,2019
Cherry_Lady_19,CapitalBra,2,2019
Cherry_Lady_19,Jumpa,2,2019
Cherry_Lady_19,LexBarkley,3,2019
Cherry_Lady_19,Jumpa,3,2019
Cherry_Lady_19,Label_UniversalUrban,4,2019
200_kmh_19,Apache,1,2019
200_kmh_19,AndreasJanetschko,2,2019
200_kmh_19,Apache,2,2019
200_kmh_19,Stickle,3,2019
200_kmh_19,YunusCimen,3,2019
200_kmh_19,Label_FourMusic,4,2019
Die_Immer_Lacht_16,KerstinOtt,1,2016
Die_Immer_Lacht_16,RicoEinenkel,1,2016
Die_Immer_Lacht_16,SebastianSeidel,1,2016
Die_Immer_Lacht_16,KerstinOtt,2,2016
Die_Immer_Lacht_16,RicoEinenkel,3,2016
Die_Immer_Lacht_16,SebastianSeidel,3,2016
Die_Immer_Lacht_16,Label_KontorRecords,4,2016
Wir_sind_groß_16,MarkForster,1,2016
Wir_sind_groß_16,RalfChristianMayer,2,2016
Wir_sind_groß_16,DanielNitt,2,2016
Wir_sind_groß_16,Beatzarre,2,2016
Wir_sind_groß_16,KonstantinScherer,2,2016
Wir_sind_groß_16,MarkForster,2,2016
Wir_sind_groß_16,NicoWellenbrink,2,2016
Wir_sind_groß_16,RobinHaefs,2,2016
Wir_sind_groß_16,RalfChristianMayer,3,2016
Wir_sind_groß_16,DanielNitt,3,2016
Wir_sind_groß_16,MarkForster,3,2016
Wir_sind_groß_16,Label_FourMusic,4,2016
Hulapalu_16,AndreasGabalier,1,2016
Hulapalu_16,MathiasRoska,3,2016
Hulapalu_16,KlausBartelmuss,3,2016
Hulapalu_16,DavidHefti,3,2016
Hulapalu_16,Label_Electrola,4,2016
Hulapalu_16,AndreasGabalier,2,2016
Ahnma_16,Gzuz,1,2016
Ahnma_16,Denyo,1,2016
Ahnma_16,JanDelay,1,2016
Ahnma_16,DJMad,1,2016
Ahnma_16,Denyo,2,2016
Ahnma_16,JanDelay,2,2016
Ahnma_16,Tropf,2,2016
Ahnma_16,Gzuz,2,2016
Ahnma_16,Gentelman,2,2016
Ahnma_16,Fizzle,2,2016
Ahnma_16,FijiKris,2,2016
Ahnma_16,awhodat,2,2016
Ahnma_16,Denyo,3,2016
Ahnma_16,JanDelay,3,2016
Ahnma_16,Tropf,3,2016
Ahnma_16,Fizzle,3,2016
Ahnma_16,FijiKris,3,2016
Ahnma_16,awhodat,3,2016
Ahnma_16,Label_UniversalDomesticVertigo,4,2016
80_Millionen_16,MaxGiesinger,1,2016
80_Millionen_16,AlexanderZuckowski,2,2016
80_Millionen_16,MartinFliegenschmidt,2,2016
80_Millionen_16,DavidJürgens,2,2016
80_Millionen_16,MaxGiesinger,2,2016
80_Millionen_16,DavidJürgens,3,2016
80_Millionen_16,JensSchneider,3,2016
80_Millionen_16,SaschaBühren,3,2016
80_Millionen_16,KikoMasbaum,3,2016
80_Millionen_16,DennisKopacz,3,2016
80_Millionen_16,Label_BMG,4,2016
Stimme_16,FelixJaehn,1,2016
Stimme_16,MarkForster,1,2016
Stimme_16,PhilippSteinke,2,2016
Stimme_16,MarkForster,2,2016
Stimme_16,FelixJaehn,2,2016
Stimme_16,FelixJaehn,3,2016
Stimme_16,MarkForster,3,2016
Geiles_Leben_16,DanielGrunenberg,1,2016
Geiles_Leben_16,CarolinNiemczyk,1,2016
Geiles_Leben_16,BenjaminBistram,2,2016
Geiles_Leben_16,PhilippAlbinger,2,2016
Geiles_Leben_16,PhilippKlemm,2,2016
Geiles_Leben_16,ChristianRaab,2,2016
Geiles_Leben_16,PeterStanowsky,2,2016
Geiles_Leben_16,CarolinNiemczyk,2,2016
Geiles_Leben_16,KilianWilke,3,2016
Geiles_Leben_16,JohannesBurger,3,2016
Geiles_Leben_16,NilsFaller,3,2016
Geiles_Leben_16,HansPhillipGraf,3,2016
Geiles_Leben_16,Label_Brunswick,4,2016
Holz_16,Mike,1,2016
Holz_16,Shneezin,1,2016
Holz_16,Mike,2,2016
Holz_16,Shneezin,2,2016
Holz_16,AlexisTroy,3,2016
Holz_16,Voddi257,3,2016
Holz_16,Label_SonyMusic,4,2016
Ohne_mein_Team_16,BonezMC,1,2016
Ohne_mein_Team_16,BonezMC,2,2016
Ohne_mein_Team_16,Maxwell,1,2016
Ohne_mein_Team_16,Maxwell,2,2016
Ohne_mein_Team_16,RAFCamora,1,2016
Ohne_mein_Team_16,RAFCamora,2,2016
Ohne_mein_Team_16,RAFCamora,3,2016
Ohne_mein_Team_16,Label_AKF,4,2016
Ohne_mein_Team_16,Label_Indipendenza,4,2016
Palmen_aus_Plastik_16,BonezMC,1,2016
Palmen_aus_Plastik_16,RAFCamora,1,2016
Palmen_aus_Plastik_16,Beataura,2,2016
Palmen_aus_Plastik_16,RaphaelRagucci,2,2016
Palmen_aus_Plastik_16,JohnMoser,2,2016
Palmen_aus_Plastik_16,RAFCamora,3,2016
Palmen_aus_Plastik_16,Beataura,3,2016
Palmen_aus_Plastik_16,NuriSingör,3,2016
Palmen_aus_Plastik_16,LexBarkley,3,2016
Palmen_aus_Plastik_16,Label_AKF,4,2016
B_Label_Warner,Label_Whiteheart,,2000
B_Label_Sony,Label_Epic,,2000
B_Label_Warner,Label_WarnerCentral,,2000
B_Label_Universal,Label_UniversalUrban,,2000
B_Label_Warner,Label_WarnerGermany,,2000
B_Label_Universal,Label_UniversalDomesticVertigo,,2000
B_Label_Sony,Label_Jive,,2000
B_Label_Warner,Label_WarnerMusicGroup,,2000
B_Label_Universal,Label_BisEsKlappt,,2000
B_Label_Universal,Label_LifeIsPain,,2000
B_Label_Universal,Label_AKF,,2000
B_Label_Universal,Label_385ideal,,2000
B_Label_Universal,Label_Polydor,,2000
B_Label_Universal,Label_Island,,2000
B_Label_Sony,Label_TeamKuku,,2000
B_Label_Warner,Label_BangerMusik,,2000
B_Label_Sony,Label_Columbia,,2000
B_Label_Sony,Label_TeenagerForever,,2000
B_Label_Universal,Label_UrbanRecords,,2000
B_Label_Sony,Label_SonyMusic,,2000
B_Label_Universal,Label_VenturaRecords,,2000
B_Label_Universal,Label_Spinnup,,2000